t1,t2,t3,t4,xr2,yr2,xr3,yr3,xr4,yr4,EAB
1.77,1.541,1.316,1.548,3.796,2.135,4.934,1.896,5.057,2.204,0.62 
1.079,1.536,1.651,1.321,4.25,2.01,6.236,2.487,3.819,2.944,0.29 
1.55,1.551,1.521,1.405,5.516,1.991,3.045,2.166,3.425,2.048,0.63 
1.739,1.005,1.445,1.715,5.523,1.513,4.616,2.93,3.097,2.011,0.52 
1.741,1.19,1.395,1.111,4.761,2.419,3.71,2.769,5.325,2.238,0.52 
1.089,1.781,1.585,1.05,6.405,2.851,4.994,1.637,5.745,2.836,0.40 
1.641,1.81,1.663,1.655,5.147,2.52,6.238,2.324,3.063,2.736,0.45 
1.564,1.995,1.882,1.784,5.023,2.435,6.216,1.626,6.156,2.424,0.19 
1.146,1.501,1.218,1.381,4.626,2.17,4.536,1.858,3.834,2.049,0.64 
1.136,1.261,1.39,1.559,5.432,2.898,3.212,2.004,4.679,2.652,0.55 
1.356,1.906,1.794,1.577,3.732,2.861,6.173,2.237,6.135,2.985,0.08 
1.938,1.446,1.231,1.35,6.061,1.876,6.419,2.442,4.768,2.866,0.35 
1.5,1.074,1.55,1.363,3.684,2.073,5.698,1.908,5.539,1.672,0.46 
1.342,1.043,1.591,1.104,3.899,2.58,3.266,2.625,3.225,2.869,0.70 
1.089,1.618,1.702,1.414,6.278,1.854,5.521,2.486,4.978,2.271,0.35 
1.664,1.69,1.287,1.669,6.191,2.68,4.892,1.622,5.575,2.09,0.45 
1.704,1.977,1.875,1.532,4.731,2.029,4.395,2.004,6.473,1.548,0.58 
1.141,1.868,1.808,1.284,4.724,2.815,4.533,2.829,5.873,2.479,0.37 
1.329,1.054,1.314,1.63,5.404,1.707,4.803,2.852,4.973,2.235,0.46 
1.339,1.296,1.248,1.418,5.971,1.767,4.732,2.426,4.998,2.431,0.46 
1.625,1.004,1.634,1.117,3.074,2.008,4.789,2.214,3.228,2.34,0.48 
1.65,1.067,1.024,1.231,5.661,1.598,6.305,2.995,3.208,2.788,0.23 
1.06,1.473,1.238,1.26,5.684,2.191,4.54,2.552,5.367,2.845,0.44 
1.032,1.05,1.795,1.449,4.554,1.805,4.23,1.742,6.039,1.698,0.50 
1.304,1.048,1.086,1.513,3.224,1.585,3.75,2.421,4.611,1.94,0.46 
1.651,1.591,1.482,1.926,6.482,2.769,5.886,2.492,3.805,2.409,0.48 
1.779,1.218,1.945,1.38,4.69,2.521,6.085,2.174,3.274,1.745,0.41 
1.58,1.048,1.798,1.671,4.451,2.077,4.808,2.364,5.775,1.759,0.58 
1.791,1.608,1.801,1.814,6.274,2.663,3.277,2.849,3.499,1.661,0.52 
1.208,1.176,1.2,1.641,4.338,2.474,5.88,2.315,5.313,2.94,0.42 
1.138,1.788,1.568,1.706,4.213,1.924,4.147,2.785,3.373,2.796,0.57 
1.52,1.921,1.65,1.051,4.497,1.534,3.65,2.97,6.029,2.313,0.20 
1.597,1.418,1.768,1.477,6.471,1.887,4.118,1.767,3.372,2.121,0.58 
1.904,1.622,1.121,1.508,5.311,2.809,6.165,1.9,6.23,2.829,0.32 
1.215,1.027,1.326,1.318,6.176,1.895,5.996,2.238,5.283,2.294,0.33 
1.635,1.181,1.223,1.741,5.491,2.034,6.025,1.786,5.24,2.35,0.48 
1.78,1.199,1.138,1.102,3.971,2.743,5.074,2.39,5.04,2.306,0.47 
1.704,1.209,1.88,1.204,3.161,1.658,5.056,2.128,5.857,1.923,0.45 
1.412,1.444,1.577,1.503,3.732,2.639,3.862,2.162,3.638,2.388,0.76 
1.133,1.697,1.449,1.339,4.038,2.773,4.789,1.931,3.017,1.793,0.66 
1.65,1.543,1.583,1.346,5.781,2.346,4.482,1.961,6.054,1.833,0.53 
1.446,1.23,1.197,1.776,5.745,2.213,6.155,2.525,6.448,1.713,0.32 
1.968,1.647,1.495,1.733,6.056,2.703,5.52,1.637,4.339,2.177,0.50 
1.444,1.288,1.53,1.26,6.061,2.395,4.079,1.96,3.373,1.839,0.47 
1.101,1.908,1.288,1.958,4.389,2.412,3.901,2.021,5.808,1.887,0.50 
1.948,1.65,1.899,1.573,4.14,1.678,6.387,1.635,3.542,2.762,0.45 
1.109,1.919,1.365,1.76,5.814,1.796,4.059,1.562,4.498,2.497,0.63 
1.65,1.448,1.768,1.244,4.019,2.799,3.196,1.584,6.159,2.475,0.51 
1.57,1.757,1.561,1.935,4.086,2.424,3.472,2.37,5.82,1.854,0.70 
1.754,1.891,1.564,1.32,3.44,2.675,3.725,2.094,6.486,2.315,0.34 
1.816,1.9,1.516,1.838,4.827,2.292,5.842,1.707,6.068,1.897,0.51 
1.533,1.194,1.019,1.986,5.297,2.628,3.67,1.582,4.178,1.687,0.57 
1.616,1.803,1.075,1.814,3.97,1.976,6.475,2.715,5.215,2.142,0.22 
1.49,1.746,1.79,1.307,3.249,2.319,3.601,2.384,5.144,2.606,0.45 
1.216,1.411,1.867,1.074,3.424,1.924,4.654,2.452,3.664,1.799,0.48 
1.251,1.04,1.784,1.886,3.294,2.946,4.518,2.404,3.484,2.361,0.69 
1.13,1.395,1.727,1.075,4.138,1.818,5.062,2.999,5.38,2.682,0.25 
1.861,1.41,1.088,1.703,4.858,2.496,3.01,2.274,5.291,2.848,0.40 
1.608,1.391,1.105,1.896,5.974,1.667,3.532,2.217,6.066,2.85,0.26 
1.64,1.09,1.905,1.931,3.191,2.604,3.186,2.956,3.875,2.863,0.60 
1.166,1.017,1.131,1.682,3.569,2.072,3.193,2.427,6.317,1.627,0.43 
1.253,1.641,1.405,1.001,3.112,2.316,4.791,2.456,3.199,1.91,0.50 
1.102,1.964,1.484,1.655,4.111,1.804,3.792,2.576,3.914,2.957,0.47 
1.14,1.266,1.905,1.699,4.413,2.793,5.683,2.574,6.074,2.812,0.14 
1.396,1.92,1.726,1.741,3.69,2.151,3.248,1.674,5.182,1.727,0.65 
1.982,1.048,1.267,1.582,4.958,2.767,6.104,2.858,4.411,2.681,0.36 
1.893,1.633,1.252,1.343,4.153,2.682,3.233,1.558,6.089,1.513,0.58 
1.343,1.65,1.942,1.484,6.275,2.784,3.894,1.687,3.586,1.536,0.63 
1.195,1.874,1.518,1.282,3.635,2.356,5.326,2.278,4.003,1.9,0.45 
1.151,1.495,1.547,1.406,4.692,2.541,3.095,2.654,6.193,1.624,0.55 
1.149,1.593,1.702,1.445,4.191,2.656,3.536,2.142,4.779,2.309,0.73 
1.173,1.964,1.393,1.556,5.314,1.853,4.092,2.669,4.758,2.726,0.45 
1.347,1.047,1.444,1.174,4.686,2.66,5.242,1.731,5.599,2.491,0.45 
1.141,1.645,1.862,1.833,3.381,1.56,4.742,1.956,3.188,2.518,0.44 
1.54,1.174,1.846,1.912,4.885,2.221,5.848,2.928,5.739,1.632,0.40 
1.682,1.161,1.055,1.535,5.313,2.902,5.127,1.869,4.518,2.76,0.49 
1.377,1.01,1.357,1.159,6.403,1.689,5.199,2.244,4.677,1.71,0.32 
1.72,1.611,1.59,1.559,5.981,1.685,3.392,2.192,5.746,1.881,0.57 
1.372,1.408,1.721,1.252,4.935,2.329,5.052,2.508,4.729,2.054,0.55 
1.481,1.15,1.986,1.896,5.007,2.757,3.307,2.846,3.8,1.734,0.79 
1.506,1.866,1.64,1.009,4.947,1.879,5.657,1.707,5.617,2.765,0.47 
1.789,1.747,1.517,1.682,3.138,1.612,3.49,2.18,4.444,1.592,0.57 
1.366,1.719,1.305,1.762,5.742,2.894,3.729,2.518,4.652,2.408,0.58 
1.785,1.645,1.955,1.6,5.483,2.16,6.469,2.77,3.16,2.663,0.35 
1.237,1.502,1.448,1.817,4.079,2.827,6.383,2.841,3.951,1.681,0.33 
1.738,1.557,1.104,1.901,4.18,2.455,3.486,1.879,3.301,2.185,0.77 
1.045,1.74,1.079,1.868,4.259,2.988,3.8,1.874,3.364,2.945,0.74 
1.094,1.136,1.527,1.845,5.762,2.445,4.733,1.53,5.58,1.883,0.53 
1.56,1.97,1.565,1.399,3.859,2.33,6.194,1.523,5.021,2.308,0.47 
1.437,1.73,1.385,1.823,5.796,1.518,4.435,1.834,6.167,2.348,0.32 
1.76,1.256,1.195,1.601,5.53,2.718,3.864,1.704,4.687,1.687,0.50 
1.492,1.986,1.772,1.949,4.071,2.407,6.446,2.018,3.959,2.132,0.41 
1.782,1.991,1.899,1.838,5.527,2.107,4.883,2.317,6.332,1.507,0.53 
1.852,1.298,1.482,1.41,4.896,2.753,3.29,2.808,5.313,1.596,0.57 
1.33,1.267,1.278,1.196,5.91,2.299,5.718,2.962,3.598,2.966,0.34 
1.57,1.658,1.589,1.347,4.8,2.852,6.312,1.603,5.789,1.823,0.45 
1.987,1.581,1.589,1.138,4.564,1.711,3.833,2.674,3.084,1.54,0.58 
1.278,1.925,1.755,1.545,3.17,1.91,5.868,2.599,3.7,1.635,0.07 
1.31,1.182,1.856,1.81,6.481,2.807,5.565,2.731,5.111,2.146,0.45 
1.982,1.055,1.675,1.727,3.151,2.335,4.712,1.795,4.019,2.504,0.66 
1.119,1.809,1.749,1.011,3.459,1.633,5.323,2.836,6.404,1.632,0.08 
1.205,1.313,1.565,1.721,3.323,1.867,3.52,2.045,4.435,1.919,0.59 
1.894,1.135,1.406,1.375,4.152,2.622,4.911,2.712,3.348,2.032,0.53 
1.615,1.001,1.096,1.281,3.474,2.094,4.708,1.59,6.111,2.999,0.34 
1.683,1.671,1.827,1.788,5.642,2.083,3.515,2.414,4.252,1.729,0.73 
1.808,1.742,1.676,1.859,4.006,2.654,4.475,2.221,5.926,2.888,0.17 
1.424,1.426,1.031,1.568,5.942,1.559,6.151,2.902,4.789,2.478,0.29 
1.396,1.834,1.501,1.083,4.781,2.16,4.236,1.516,5.778,2.75,0.57 
1.086,1.099,1.596,1.453,4.621,1.967,5.634,1.666,5.024,1.941,0.49 
1.058,1.725,1.267,1.251,3.931,2.159,4.378,1.814,6.206,1.894,0.50 
1.543,1.087,1.764,1.909,3.458,2.19,3.339,2.962,4.722,2.166,0.58 
1.712,1.127,1.951,1.595,5.963,2.16,4.491,1.847,5.913,2.333,0.42 
1.584,1.088,1.763,1.804,3.3,2.553,6.333,2.948,6.336,2.174,0.35 
1.46,1.798,1.581,1.622,4.671,1.53,4.52,2.199,5.961,2.82,0.05 
1.958,1.576,1.489,1.981,5.556,2.344,3.145,2.265,4.368,2.085,0.60 
1.464,1.54,1.377,1.292,6.181,2.311,6.49,2.524,5.203,2.667,0.36 
1.873,1.947,1.215,1.738,3.981,2.313,6.244,1.867,4.502,1.946,0.50 
1.416,1.425,1.195,1.327,5.154,1.752,4.242,2.187,3.237,1.879,0.55 
1.84,1.589,1.493,1.783,3.191,2.806,6.005,1.641,5.705,1.692,0.53 
1.743,1.791,1.662,1.423,3.955,1.594,6.332,1.748,4.433,2.914,0.37 
1.29,1.683,1.875,1.659,4.063,2.469,4.72,2.614,6.195,1.897,0.37 
1.218,1.038,1.913,1.661,5.338,1.924,6.039,1.973,4.336,2.107,0.49 
1.84,1.004,1.645,1.199,6.455,1.692,3.451,2.301,4.969,2.761,0.49 
1.129,1.753,1.346,1.881,5.43,2.121,3.137,2.273,4.475,1.56,0.73 
1.649,1.501,1.193,1.018,4.416,2.208,5.262,1.981,3.794,2.477,0.51 
1.654,1.195,1.284,1.308,5.078,2.216,5.35,2.767,5.4,2.54,0.37 
1.735,1.948,1.194,1.596,3.299,2.523,5.638,1.954,5.849,2.922,0.17 
1.617,1.676,1.963,1.215,3.339,1.687,5.682,2.874,6.466,2.187,0.05 
1.695,1.435,1.259,1.968,5.957,1.602,5.634,2.075,5.425,2.831,0.32 
1.252,1.864,1.75,1.899,5.176,2.514,3.524,2.111,4.185,2.578,0.80 
1.697,1.988,1.195,1.55,4.446,2.977,4.548,1.61,3.369,2.883,0.71 
1.169,1.538,1.993,1.753,3.646,1.511,6.216,2.017,3.675,2.934,0.23 
1.187,1.1,1.544,1.152,4.899,1.704,4.168,2.213,4.184,2.865,0.48 
1.141,1.836,1.413,1.711,3.627,2.758,5.491,2.883,3.517,2.038,0.39 
1.187,1.446,1.559,1.685,6.494,1.835,5.889,2.07,4.957,1.843,0.43 
1.891,1.514,1.445,1.86,5.386,2.162,5.466,1.7,3.553,2.639,0.52 
1.607,1.574,1.258,1.612,4.199,1.836,4.749,1.505,5.548,2.503,0.55 
1.537,1.257,1.429,1.479,4.538,1.957,5.607,2.995,6.438,2.898,0.20 
1.475,1.842,1.731,1.658,6.198,1.611,3.676,2.101,4.697,2.093,0.65 
1.83,1.574,1.066,1.314,3.679,2.677,4.833,2.497,6.474,2.678,0.31 
1.488,1.397,1.342,1.827,6.187,1.563,6.499,1.625,4.477,2.63,0.37 
1.863,1.292,1.033,1.339,4.752,1.907,3.692,1.771,3.043,2.218,0.52 
1.787,1.459,1.989,1.246,6.448,2.366,6.009,2.808,5.275,1.802,0.33 
1.401,1.208,1.174,1.812,5.443,2.861,4.269,1.779,4.166,2.984,0.60 
1.376,1.706,1.08,1.869,3.884,2.855,6.137,2.274,3.199,1.725,0.56 
1.479,1.904,1.173,1.892,3.645,2.078,5.755,2.013,5.001,1.761,0.53 
1.071,1.036,1.372,1.574,3.429,1.723,3.523,1.678,3.61,2.992,0.60 
1.44,1.272,1.108,1.597,5.292,2.78,5.847,2.629,4.819,2.756,0.37 
1.407,1.484,1.34,1.688,6.01,1.938,6.037,2.821,3.184,1.674,0.30 
1.053,1.772,1.793,1.399,4.618,2.204,5.904,1.762,5.259,2.793,0.23 
1.391,1.583,1.227,1.461,3.974,2.553,3.043,1.827,3.173,1.699,0.70 
1.879,1.961,1.321,1.214,5.617,2.436,5.52,1.937,4.398,2.856,0.43 
1.518,1.941,1.432,1.529,4.673,2.33,3.462,2.641,6.309,1.782,0.57 
1.542,1.32,1.714,1.095,4.776,2.054,5.451,2.74,6.447,2.573,0.27 
1.951,1.323,1.389,1.895,3.097,2.857,3.913,1.926,3.991,2.324,0.80 
1.045,1.908,1.076,1.387,3.858,1.632,4.558,2.691,5.621,2.393,0.26 
1.277,1.017,1.6,1.458,4.756,2.565,6.497,1.634,4.207,1.961,0.37 
1.811,1.881,1.165,1.633,4.291,2.888,6.191,2.475,5.955,1.535,0.39 
1.736,1.76,1.977,1.625,5.718,2.336,4.517,2.813,5.341,2.17,0.40 
1.587,1.402,1.787,1.024,6.463,1.53,5.684,2.452,4.149,2.993,0.35 
1.34,1.014,1.136,1.029,6.479,2.107,3.163,2.435,4.802,1.616,0.34 
1.87,1.978,1.919,1.647,3.956,1.606,5.885,1.63,4.207,1.644,0.45 
1.781,1.867,1.825,1.892,5.081,1.648,3.991,2.301,3.631,1.664,0.78 
1.026,1.742,1.968,1.345,3.036,1.885,4.392,1.513,4.942,2.76,0.30 
1.534,1.344,1.115,1.065,4.161,2.946,6.216,2.312,5.033,1.71,0.30 
1.734,1.738,1.068,1.443,4.926,1.583,6.416,2.499,4.62,1.96,0.34 
1.068,1.404,1.53,1.268,5.344,1.847,6.12,2.164,6.469,2.774,0.25 
1.933,1.706,1.823,1.138,5.671,2.974,3.448,2.249,5.815,2.422,0.47 
1.564,1.413,1.76,1.571,4.656,2.392,5.642,1.748,4.271,2.518,0.63 
1.915,1.428,1.414,1.822,3.643,2.686,3.142,1.704,5.25,1.87,0.70 
1.046,1.362,1.126,1.636,4.375,2.519,4.417,1.818,3.418,1.605,0.68 
1.727,1.148,1.448,1.135,6.47,1.715,5.091,2.658,4.182,2.665,0.35 
1.344,1.624,1.433,1.767,5.993,2.542,3.834,2.712,5.914,1.578,0.55 
1.534,1.109,1.491,1.012,6.454,1.987,4.43,2.579,3.128,1.519,0.36 
1.772,1.524,1.39,1.283,3.22,1.595,4.4,2.682,5.438,2.185,0.38 
1.103,1.723,1.663,1.518,3.756,2.966,5.407,2.082,5.975,1.653,0.45 
1.955,1.504,1.242,1.251,6.186,1.946,3.955,2.62,3.676,2.312,0.42 
1.06,1.427,1.21,1.743,4.413,2.158,4.384,2.234,4.277,2.425,0.70 
1.683,1.162,1.763,1.122,3.771,2.863,6.046,2.235,6.022,1.946,0.37 
1.082,1.734,1.471,1.547,5.968,2.515,4.902,2.618,5.269,1.739,0.51 
1.225,1.958,1.285,1.279,3.744,2.455,3.991,1.979,5.06,1.852,0.65 
1.672,1.523,1.125,1.432,6.271,2.057,3.257,2.813,4.426,2.28,0.50 
1.989,1.849,1.902,1.046,5.111,2.654,5.943,1.755,4.007,2.876,0.52 
1.684,1.102,1.14,1.315,6.243,1.761,3.754,1.723,4.577,2.861,0.45 
1.941,1.652,1.512,1.182,3.865,2.761,3.494,1.725,4.524,1.543,0.65 
1.246,1.063,1.329,1.502,3.652,2.496,5.547,1.934,3.404,1.945,0.52 
1.696,1.404,1.857,1.393,5.551,2.232,5.119,2.245,4.087,1.88,0.57 
1.235,1.469,1.909,1.624,4.692,1.576,6.26,2.996,5.845,2.126,0.32 
1.675,1.51,1.21,1.895,5.814,2.62,5.507,2.239,4.325,2.635,0.46 
1.973,1.404,1.978,1.827,4.922,1.702,6.287,2.827,4.224,2.122,0.44 
1.246,1.954,1.87,1.549,3.36,2.352,5.067,2.049,5.501,2.307,0.36 
1.286,1.415,1.319,1.994,4.855,2.36,6.464,1.653,3.628,2.578,0.55 
1.245,1.351,1.12,1.62,6.494,2.76,3.179,2.561,6.06,2.166,0.51 
1.593,1.876,1.427,1.289,4.739,2.963,4.018,2.144,3.854,1.721,0.65 
1.79,1.132,1.803,1.666,3.17,2.526,5.952,2.158,3.416,1.681,0.50 
1.17,1.81,1.173,1.786,5.348,2.78,3.978,1.692,4.953,2.664,0.62 
1.795,1.635,1.175,1.612,6.2,1.988,3.571,2.785,4.391,2.53,0.46 
1.26,1.194,1.009,1.481,4.794,2.963,5.455,1.973,3.677,2.415,0.47 
1.08,1.386,1.188,1.516,3.58,1.957,3.507,2.694,6.496,2.111,0.29 
1.171,1.284,1.117,1.46,4.199,1.698,4.486,1.742,5.877,2.374,0.34 
1.503,1.348,1.861,1.087,6.064,1.973,4.643,2.139,3.955,1.732,0.52 
1.03,1.989,1.42,1.513,5.238,2.802,4.332,2.522,4.639,2.878,0.60 
1.991,1.425,1.9,1.457,4.444,2.178,5.62,2.594,4.158,2.892,0.35 
1.333,1.825,1.843,1.954,5.37,1.786,4.936,2.098,5.223,2.08,0.53 
1.913,1.001,1.207,1.26,4.183,1.72,5.933,1.764,3.463,1.833,0.38 
1.973,1.476,1.747,1.96,5.298,2.705,4.438,2.509,4.579,2.215,0.56 
1.663,1.785,1.461,1.536,5.84,2.364,5.601,2.47,6.012,2.287,0.34 
1.877,1.503,1.929,1.183,6.46,2.828,5.426,2.946,3.009,1.552,0.39 
1.892,1.764,1.398,1.5,4.442,2.733,3.922,1.666,6.49,2.578,0.30 
1.916,1.229,1.107,1.927,6.081,2.922,6.35,2.726,4.753,2.072,0.41 
1.272,1.52,1.968,1.706,5.741,2.343,3.146,1.667,6.496,2.511,0.11 
1.258,1.318,1.287,1.676,6.109,2.714,5.766,2.777,4.563,2.173,0.35 
1.212,1.716,1.014,1.623,3.016,2.366,3.586,2.367,6.448,2.717,0.11 
1.798,1.101,1.919,1.24,5.061,1.806,3.335,2.293,4.545,2.947,0.62 
1.425,1.015,1.636,1.18,3.354,2.785,6.48,2.998,4.193,2.882,0.28 
1.839,1.168,1.254,1.321,3.079,1.612,4.239,2.986,5.828,1.83,0.41 
1.757,1.224,1.89,1.293,5.063,2.359,4.139,2.235,5.248,1.511,0.60 
1.668,1.252,1.799,1.759,3.258,1.589,3.956,2.606,5.357,2.171,0.38 
1.179,1.935,1.981,1.901,4.665,2.585,5.191,2.675,5.836,2.18,0.19 
1.192,1.953,1.291,1.252,4.522,1.838,5.541,2.157,5.346,2.003,0.46 
1.354,1.451,1.608,1.564,5.11,2.561,4.456,2.51,6.149,1.922,0.57 
1.289,1.314,1.076,1.827,4.107,2.34,4.358,2.465,6.201,2.593,0.30 
1.684,1.283,1.618,1.135,5.663,2.433,4.754,2.923,4.501,2.679,0.39 
1.022,1.795,1.32,1.847,4.947,1.906,6.414,2.54,4.445,1.532,0.33 
1.233,1.98,1.611,1.54,4.614,2.346,3.694,2.012,5.298,1.997,0.70 
1.384,1.671,1.941,1.829,4.005,2.11,4.739,2.391,4.964,1.942,0.47 
1.454,1.598,1.686,1.204,5.747,2.566,3.737,2.285,5.491,2.373,0.57 
1.72,1.384,1.681,1.86,5.857,2.77,4.461,1.714,6.095,2.579,0.35 
1.104,1.57,1.937,1.154,3.724,2.207,4.089,2.532,6.45,2.937,0.11 
1.494,1.876,1.214,1.888,6.055,1.767,3.518,1.636,5.371,1.881,0.58 
1.264,1.268,1.902,1.322,5.83,2.214,4.701,2.606,5.401,2.388,0.55 
1.539,1.452,1.709,1.674,6.091,2.25,5.659,2.431,5.467,1.772,0.43 
1.87,1.036,1.585,1.085,5.722,2.549,5.45,2.424,6.384,2.35,0.37 
1.469,1.178,1.739,1.679,4.491,2.519,4.18,2.874,5.131,2.246,0.61 
1.663,1.971,1.232,1.577,5.127,2.231,6.278,2.721,4.873,2.581,0.32 
1.391,1.372,1.949,1.679,4.841,1.648,6.042,1.662,3.671,2.544,0.57 
1.955,1.249,1.502,1.791,6.152,2.661,5.338,2.371,3.501,2.696,0.47 
1.58,1.191,1.402,1.373,6.296,2.121,3.314,2.079,3.768,2.972,0.54 
1.126,1.245,1.197,1.023,3.624,1.91,4.452,2.808,6.046,1.829,0.30 
1.277,1.878,1.981,1.779,3.361,2.052,3.593,2.312,6.183,2.146,0.15 
1.261,1.27,1.2,1.666,5.141,2.876,4.925,2.347,5.113,1.917,0.52 
1.258,1.671,1.78,1.698,6.002,1.771,5.342,2.6,5.644,1.715,0.40 
1.818,1.173,1.793,1.905,3.247,1.995,3.006,2.953,5.177,1.503,0.63 
1.338,1.917,1.879,1.016,5.368,2.325,5.303,2.639,5.962,2.865,0.23 
1.753,1.602,1.988,1.329,4.406,2.425,3.052,1.761,5.412,2.257,0.68 
1.459,1.431,1.406,1.138,4.685,2.696,4.422,2.41,4.173,2.146,0.55 
1.991,1.208,1.048,1.006,4.206,1.869,5.181,1.88,4.969,1.625,0.39 
1.527,1.614,1.297,1.328,5.619,1.781,4.933,2.352,3.752,2.415,0.54 
1.663,1.567,1.841,1.034,6.443,1.97,6.47,2.792,4.14,2.767,0.30 
1.646,1.375,1.665,1.243,3.137,2.923,3.556,2.556,3.207,2.948,0.75 
1.003,1.106,1.192,1.121,3.535,2.936,3.998,1.884,4.569,1.728,0.52 
1.911,1.379,1.17,1.428,5.188,1.554,4.953,2.897,6.072,2.521,0.31 
1.324,1.811,1.885,1.203,5.412,1.831,3.763,1.912,6.433,2.497,0.23 
1.411,1.659,1.314,1.074,4.232,1.735,4.376,2.283,5.631,1.991,0.52 
1.964,1.998,1.464,1.652,6.318,1.691,6.291,1.947,5.768,1.884,0.46 
1.601,1.122,1.051,1.803,4.422,1.648,5.678,1.931,4.393,2.694,0.50 
1.625,1.934,1.511,1.088,4.701,1.898,4.468,2.593,3.861,2.379,0.63 
1.706,1.975,1.627,1.768,3.484,2.824,6.112,1.857,4.127,2.196,0.43 
1.001,1.58,1.53,1.334,4.096,2.476,6.405,1.536,3.876,2.431,0.49 
1.297,1.606,1.063,1.85,5.09,2.677,3.579,2.987,5.503,1.687,0.58 
1.097,1.245,1.115,1.553,5.189,1.731,3.373,2.704,3.148,2.794,0.70 
1.712,1.959,1.163,1.23,6.281,2.617,3.262,2.571,5.635,2.59,0.41 
1.159,1.428,1.542,1.078,4.473,1.919,4.102,1.6,5.295,2.388,0.53 
1.466,1.915,1.487,1.124,4.216,1.797,5.799,2.82,4.565,2.143,0.10 
1.613,1.635,1.457,1.989,6.179,2.343,3.012,1.596,4.592,2.828,0.39 
1.321,1.731,1.161,1.949,5.318,2.803,6.439,2.434,5.502,1.545,0.39 
1.915,1.44,1.806,1.95,3.396,2.071,3.639,2.741,5.27,2.551,0.25 
1.145,1.056,1.963,1.72,4.097,2.314,4.835,2.946,5.849,1.926,0.43 
1.729,1.588,1.657,1.347,5.041,2.181,3.339,2.871,3.657,2.716,0.71 
1.255,1.553,1.561,1.939,5.706,2.042,5.905,2.557,5.813,1.708,0.39 
1.327,1.404,1.09,1.261,5.136,2.721,4.54,2.082,6.339,2.784,0.40 
1.362,1.678,1.329,1.775,3.518,2.494,4.427,1.869,3.665,2.148,0.75 
1.633,1.305,1.797,1.296,6.02,2.284,4.098,2.344,5.265,1.972,0.56 
1.801,1.613,1.645,1.806,3.282,2.857,3.8,1.718,4.414,1.613,0.77 
1.798,1.687,1.545,1.799,5.949,2.901,5.059,2.322,3.958,2.487,0.50 
1.191,1.923,1.069,1.101,5.145,2.547,5.625,2.488,3.977,1.873,0.43 
1.731,1.963,1.171,1.51,3.246,2.634,5.868,1.687,5.268,2.209,0.60 
1.178,1.935,1.312,1.94,3.594,2.223,3.051,1.62,3.618,2.483,0.56 
1.476,1.054,1.257,1.166,4.42,2.581,4.321,2.973,5.822,2.766,0.43 
1.428,1.396,1.404,1.932,4.108,2.81,5.54,1.701,6.206,2.015,0.57 
1.855,1.087,1.141,1.081,4.429,1.69,6.311,2.766,5.61,2.643,0.27 
1.518,1.417,1.967,1.83,4.579,1.835,5.475,1.833,3.606,1.726,0.64 
1.272,1.607,1.424,1.26,3.508,1.552,3.161,2.288,4.369,2.778,0.50 
1.887,1.263,1.994,1.809,3.276,2.11,5.295,2.688,4.721,1.924,0.39 
1.093,1.059,1.626,1.048,4.238,2.119,5.595,2.158,3.681,1.787,0.35 
1.489,1.989,1.045,1.506,5.931,2.07,5.062,2.425,5.01,1.607,0.50 
1.502,1.852,1.153,1.867,4.266,2.989,3.641,2.38,3.976,2.268,0.80 
1.33,1.477,1.269,1.583,6.213,2.314,6.149,1.891,3.013,2.153,0.41 
1.245,1.747,1.219,1.062,5.368,1.702,3.512,2.364,4.846,2.331,0.54 
1.523,1.897,1.151,1.108,3.154,2.131,4.453,2.281,3.181,1.616,0.52 
1.159,1.892,1.892,1.387,5.253,2.21,3.763,2.518,4.84,2.795,0.51 
1.019,1.119,1.391,1.538,5.324,2.576,4.32,1.671,5.564,2.922,0.43 
1.907,1.254,1.92,1.169,3.299,2.438,5.778,2.204,5.678,2.713,0.33 
1.688,1.116,1.834,1.571,4.796,1.881,5.598,2.107,5.651,1.519,0.52 
1.808,1.742,1.476,1.677,4.135,2.621,4.863,1.623,3.041,1.646,0.71 
1.886,1.879,1.833,1.655,3.694,2.756,5.487,2.16,4.901,2.762,0.23 
1.18,1.803,1.504,1.722,4.737,1.826,4.525,2.402,3.864,2.372,0.54 
1.173,1.884,1.979,1.448,6.386,2.366,6.112,1.627,6.28,1.601,0.45 
1.102,1.77,1.802,1.031,4.972,1.843,3.696,2.446,3.305,2.43,0.73 
1.34,1.645,1.583,1.983,4.103,2.544,6.488,2.299,5.83,1.848,0.42 
1.995,1.739,1.508,1.414,6.246,2.347,6.48,2.353,3.309,2.693,0.40 
1.398,1.362,1.826,1.848,5.041,2.024,4.806,2.961,3.587,1.59,0.61 
1.932,1.265,1.136,1.269,3.192,2.033,4.206,2.427,5.943,1.871,0.47 
1.687,1.232,1.983,1.143,3.739,2.256,3.697,2.56,6.371,2.523,0.39 
1.08,1.653,1.841,1.439,3.065,1.617,3.828,1.59,3.92,2.137,0.48 
1.757,1.418,1.618,1.503,5.775,2.08,5.915,2.193,3.775,2.776,0.42 
1.191,1.125,1.031,1.968,4.255,2.39,3.487,2.754,6.483,2.279,0.35 
1.187,1.229,1.179,1.964,5.092,2.327,3.593,1.859,5.368,2.505,0.55 
1.533,1.645,1.027,1.778,3.616,2.246,3.263,2.923,4.081,2.061,0.74 
1.981,1.539,1.867,1.96,5.484,1.63,4.508,2.128,4.937,2.812,0.35 
