t1,t2,t3,t4,xr2,yr2,xr3,yr3,xr4,yr4,EAB
1.816,1.679,1.431,1.567,3.779,2.759,4.469,2.042,3.229,1.699,0.71 
1.589,1.152,1.457,1.692,5.217,1.616,5.853,1.905,5.694,2.348,0.39 
1.131,1.567,1.383,1.509,3.259,1.555,3.78,2.724,6.37,1.644,0.40 
1.413,1.49,1.143,1.125,3.251,2.865,5.767,1.761,5.844,2.164,0.45 
1.681,1.782,1.912,1.065,6.339,2.725,4.495,1.72,4.392,2.595,0.49 
1.036,1.038,1.297,1.152,6.124,2.455,4.281,1.826,3.961,2.371,0.36 
1.798,1.533,1.296,1.219,6.389,1.795,4.675,1.54,5.872,2.661,0.39 
1.459,1.616,1.46,1.626,5.13,2.993,6.488,2.277,5.98,1.86,0.40 
1.161,1.892,1.462,1.224,5.544,2.583,3.43,2.37,3.956,2.04,0.60 
1.02,1.526,1.312,1.269,3.926,2.595,4.124,1.583,4.461,2.804,0.62 
1.705,1.71,1.395,1.026,3.768,2.188,4.908,2.385,6.119,1.689,0.53 
1.169,1.821,1.962,1.433,3.941,2.578,6.119,1.67,5.842,2.062,0.35 
1.941,1.275,1.278,1.44,4.366,2.851,5.746,2.819,6.105,2.84,0.29 
1.56,1.672,1.993,1.586,3.215,2.396,4.522,1.657,4.733,2.668,0.43 
1.101,1.501,1.047,1.135,4.105,1.592,5.031,2.093,4.46,2.542,0.35 
1.105,1.836,1.174,1.804,5.722,2.088,3.26,2.33,5.543,1.954,0.57 
1.009,1.935,1.486,1.949,4.367,2.303,4.073,1.553,3.831,2.131,0.74 
1.139,1.77,1.246,1.034,4.96,1.813,4.372,2.275,4.5,2.115,0.56 
1.088,1.365,1.554,1.561,4.508,2.727,3.526,2.6,4.965,2.828,0.55 
1.369,1.417,1.683,1.435,5.375,2.246,5.654,1.835,4.347,2.744,0.57 
1.414,1.296,1.063,1.057,3.354,2.473,3.663,2.776,3.058,2.355,0.52 
1.751,1.199,1.845,1.557,3.399,2.892,5.893,1.831,6.275,1.645,0.48 
1.205,1.085,1.395,1.421,4.982,2.52,4.852,2.091,3.401,2.77,0.55 
1.956,1.246,1.409,1.648,5.657,2.118,5.095,2.7,5.877,2.474,0.34 
1.673,1.023,1.392,1.48,5.736,1.847,3.526,1.644,3.467,2.922,0.57 
1.58,1.394,1.516,1.871,6.132,1.941,6.389,2.98,4.172,2.996,0.36 
1.633,1.133,1.087,1.337,4.128,2.143,5.191,2.833,5.892,2.209,0.40 
1.751,1.975,1.5,1.709,3.353,1.879,3.532,2.822,4.513,1.509,0.67 
1.779,1.965,1.434,1.821,3.558,2.245,4.277,2.697,5.996,2.558,0.17 
1.299,1.947,1.645,1.341,3.879,2.901,6.182,2.428,6.392,2.733,0.09 
1.029,1.184,1.675,1.98,4.021,2.239,4.872,2.697,4.273,2.299,0.50 
1.136,1.379,1.848,1.269,5.646,2.779,6.355,2.615,5.477,2.211,0.34 
1.853,1.216,1.532,1.165,5.224,1.892,4.145,2.472,5.038,1.847,0.53 
1.999,1.829,1.607,1.982,5.454,2.394,4.753,1.905,3.899,2.516,0.58 
1.982,1.74,1.843,1.72,3.28,2.833,5.488,1.87,6.123,2.887,0.16 
1.232,1.646,1.239,1.929,3.168,2.781,3.869,1.823,5.102,2.81,0.41 
1.41,1.311,1.834,1.807,3.411,2.168,4.192,2.307,3.821,2.95,0.50 
1.736,1.733,1.727,1.592,4.899,1.967,6.054,2.827,4.291,1.561,0.33 
1.095,1.886,1.654,1.419,6.321,1.931,5.696,2.244,3.989,1.584,0.42 
1.763,1.785,1.118,1.933,4.739,2.902,3.956,2.529,4.791,1.952,0.63 
1.257,1.543,1.346,1.091,4.669,2.558,5.203,1.831,3.975,2.02,0.53 
1.707,1.555,1.859,1.004,3.325,2.519,5.015,2.647,4.845,2.786,0.34 
1.693,1.168,1.912,1.34,3.305,1.806,6.213,2.51,6.303,2.017,0.32 
1.539,1.162,1.988,1.986,4.297,1.732,3.925,1.846,6.165,1.94,0.38 
1.007,1.398,1.607,1.39,5.206,1.777,3.273,1.64,4.286,2.801,0.53 
1.053,1.984,1.592,1.465,4.932,1.914,4.239,1.893,6.267,2.645,0.09 
1.155,1.595,1.153,1.179,4.764,1.978,6.486,2.419,3.977,2.774,0.40 
1.575,1.158,1.423,1.192,6.012,2.143,3.048,2.802,4.899,1.665,0.45 
1.229,1.13,1.989,1.203,3.866,2.093,5.078,1.665,5.146,1.914,0.54 
1.286,1.228,1.088,1.141,4.716,1.785,4.883,2.388,4.109,2.148,0.39 
1.868,1.773,1.254,1.225,4.924,2.871,3.565,2.75,5.692,1.535,0.45 
1.827,1.958,1.72,1.122,6.088,1.684,3.288,2.903,4.237,1.716,0.47 
1.214,1.446,1.623,1.371,3.288,1.828,3.332,2.724,4.675,2.834,0.44 
1.333,1.862,1.532,1.744,6.369,2.526,3.222,2.668,3.392,1.573,0.54 
1.813,1.152,1.677,1.65,3.205,2.162,3.65,2.45,5.372,2.392,0.55 
1.554,1.458,1.162,1.005,4.754,2.666,5.208,2.392,6.206,2.189,0.43 
1.371,1.325,1.951,1.434,6.255,1.558,3.439,2.26,4.048,1.552,0.61 
1.22,1.8,1.217,1.287,3.858,2.967,3.412,2.577,3.907,2.859,0.75 
1.77,1.414,1.325,1.916,3.422,1.823,4.333,1.971,4.348,2.351,0.66 
1.309,1.302,1.917,1.046,6.444,2.938,6.07,2.194,5.014,2.171,0.35 
1.248,1.96,1.901,1.096,3.736,2.988,3.319,2.271,4.495,2.42,0.69 
1.369,1.393,1.252,1.964,3.704,1.74,4.427,2.055,5.203,1.693,0.58 
1.152,1.965,1.037,1.308,4.657,1.841,3.526,2.294,4.204,2.028,0.71 
1.551,1.039,1.555,1.864,4.657,1.836,3.624,2.042,3.628,2.421,0.75 
1.172,1.82,1.686,1.829,3.606,2.021,3.436,2.425,6.495,2.694,0.04 
1.521,1.65,1.894,1.15,3.932,1.835,3.193,1.617,3.266,2.281,0.70 
1.458,1.577,1.697,1.599,4.837,1.632,3.579,2.631,5.317,1.532,0.63 
1.882,1.414,1.195,1.063,4.015,1.84,5.584,1.799,4.552,2.237,0.48 
1.524,1.85,1.234,1.588,5.559,1.518,5.005,2.362,4.161,2.757,0.49 
1.292,1.588,1.502,1.535,3.225,1.834,3.405,1.508,3.385,2.304,0.53 
1.359,1.13,1.975,1.83,6.481,1.643,3.577,2.827,4.082,2.527,0.68 
1.911,1.771,1.272,1.919,6,2.902,6.285,2.964,6.279,2.503,0.30 
1.63,1.778,1.236,1.667,6.208,1.737,3.386,2.684,6.303,1.528,0.43 
1.346,1.702,1.123,1.375,5.254,2.344,5.536,2.558,3.706,2.068,0.48 
1.403,1.499,1.689,1.226,3.649,2.134,4.333,2.943,6.32,2.993,0.10 
1.745,1.596,1.932,1.2,3.883,2.967,4.039,2.863,5.445,2.936,0.35 
1.28,1.563,1.82,1.667,6.372,2.966,4.673,1.634,3.686,2.564,0.67 
1.198,1.568,1.695,1.872,4.199,2.109,6.025,2.717,5.467,1.837,0.32 
1.349,1.556,1.791,1.226,6.07,2.154,5.069,1.528,4.384,2.67,0.57 
1.099,1.169,1.053,1.104,4.34,1.686,3.166,2.532,4.658,2.509,0.37 
1.876,1.957,1.856,1.592,3.054,2.341,5.959,2.462,4.977,2.35,0.13 
1.633,1.558,1.885,1.675,3.962,1.816,5.662,2.779,4.431,2.354,0.08 
1.121,1.297,1.987,1.644,5.963,1.709,5.774,1.574,5.441,2.684,0.32 
1.033,1.355,1.888,1.328,5.751,2.809,4.225,2.784,5.019,1.568,0.53 
1.199,1.201,1.878,1.077,4.596,2.85,5.803,2.974,4.867,2.766,0.30 
1.768,1.693,1.538,1.514,4.558,2.081,6.156,1.796,5.499,2.55,0.39 
1.392,1.095,1.966,1.958,3.041,2.602,4.765,1.668,5.946,2.37,0.22 
1.322,1.512,1.336,1.26,3.197,1.772,3.418,1.966,4.336,2.634,0.50 
1.804,1.838,1.638,1.731,6.034,1.531,6.369,1.775,3.401,2.758,0.42 
1.717,1.615,1.765,1.951,4.706,1.632,5.388,1.677,4.513,1.941,0.60 
1.79,1.085,1.272,1.715,3.703,1.978,5.42,2.323,3.31,2.275,0.55 
1.436,1.527,1.835,1.292,6.129,1.964,4.699,2.9,4.516,2.395,0.38 
1.038,1.653,1.279,1.613,5.134,1.847,3.763,1.696,6.473,2.18,0.32 
1.899,1.682,1.65,1.256,3.092,1.669,5.359,2.974,3.748,1.71,0.27 
1.733,1.661,1.787,1.071,4.919,2.545,4.11,1.999,6.245,2.854,0.37 
1.159,1.975,1.883,1.264,5.742,2.692,6.054,2.018,3.649,1.88,0.42 
1.69,1.745,1.138,1.824,3.116,2.26,5.056,2.912,4.025,2.837,0.31 
1.959,1.196,1.578,1.417,5.335,2.919,4.816,2.358,5.085,2.982,0.39 
1.881,1.109,1.846,1.446,4.793,1.987,4.815,2.314,5.3,1.846,0.60 
1.824,1.404,1.179,1.029,4.021,2.32,5.477,2.676,4.283,1.829,0.43 
1.251,1.712,1.17,1.24,4.067,2.982,5.492,2.238,6.43,2.205,0.46 
1.323,1.743,1.194,1.265,5.129,2.878,4.573,2.279,5.382,2.281,0.53 
1.224,1.358,1.974,1.313,4.825,2.061,4.421,2.938,5.09,2.35,0.45 
1.18,1.748,1.399,1.147,6.486,1.612,5.635,1.664,6.378,2.744,0.30 
1.82,1.974,1,1.347,6.039,2.421,6.381,1.628,6.052,2.347,0.37 
1.371,1.672,1.989,1.729,6.082,2.236,4.518,2.818,4.522,2.175,0.49 
1.782,1.863,1.251,1.108,3.849,2.891,4.718,2.681,6.205,1.574,0.56 
1.876,1.858,1.585,1.699,3.116,2.746,3.215,2.896,5.958,2.125,0.34 
1.614,1.208,1.598,1.224,4.838,2.812,3.69,1.844,4.012,2.509,0.62 
1.237,1.692,1.5,1.214,3.73,2.492,6.303,2.724,5.157,2.614,0.12 
1.944,1.605,1.301,1.263,4.666,1.935,5.571,2.258,3.31,2.28,0.50 
1.577,1.166,1.166,1.227,3.966,2.525,4.962,2.79,6.44,2.405,0.39 
1.117,1.918,1.58,1.636,3.496,2.535,3.308,2.329,4.124,2.41,0.59 
1.239,1.59,1.145,1.106,4.754,2.261,4.227,2.136,4.133,2.948,0.55 
1.42,1.221,1.902,1.368,5.364,2.15,3.789,2.756,6.432,1.919,0.54 
1.702,1.467,1.604,1.806,3.47,2.275,3.903,2.842,4.158,2.56,0.66 
1.85,1.125,1.134,1.256,6.438,2.119,3.507,2.754,5.529,2.715,0.37 
1.926,1.083,1.685,1.4,6.37,2.757,6.305,2.499,3.606,2.635,0.41 
1.826,1.259,1.227,1.455,3.32,2.343,4.677,2.773,4.937,2.942,0.50 
1.786,1.83,1.661,1.228,6.432,2.93,3.259,2.875,4.075,1.914,0.46 
1.762,1.187,1.572,1.016,5.325,2.938,4.092,1.761,4.512,2.698,0.51 
1.752,1.792,1.296,1.456,5.919,2.98,5.022,2.16,3.346,2.143,0.42 
1.89,1.556,1.706,1.41,4.897,2.706,4.276,1.758,3.688,2.313,0.65 
1.468,1.636,1.296,1.326,3.701,1.799,4.047,1.99,6.171,2.629,0.22 
1.254,1.735,1.502,1.575,5.597,1.591,3.728,1.889,5.51,2.591,0.41 
1.384,1.333,1.285,1.875,5.632,2.572,6.277,2.657,5.726,2.527,0.37 
1.282,1.743,1.515,1.504,5.823,1.543,5.291,2.027,5.399,2.199,0.53 
1.109,1.734,1.183,1.409,6.037,1.528,5.364,2.687,4.535,1.879,0.39 
1.821,1.741,1.633,1.92,6.194,2.469,6.468,2.693,6.303,1.621,0.42 
1.622,1.546,1.418,1.504,5.593,1.876,4.515,1.693,5.399,2.208,0.57 
1.075,1.871,1.69,1.059,5.26,2.679,3.705,1.978,5.668,2.849,0.58 
1.022,1.728,1.856,1.831,3.167,2.747,3.363,1.692,6.134,2.224,0.27 
1.32,1.714,1.199,1.091,5.97,2.014,5.959,1.542,6.395,2.235,0.38 
1.949,1.842,1.876,1.565,5.887,2.173,5.545,2.798,5.665,2.925,0.23 
1.825,1.168,1.862,1.228,4.56,2.063,5.584,2.981,4.205,1.667,0.35 
1.345,1.389,1.479,1.684,5.521,2.904,6.413,1.961,6.27,2.652,0.35 
1.869,1.008,1.008,1.022,5.291,1.658,3.339,2.111,3.585,2.512,0.37 
1.712,1.67,1.842,1.911,3.929,1.612,6.042,2.681,5.523,2.385,0.19 
1.277,1.918,1.624,1.908,4.706,1.551,4.065,2.968,4.241,2.965,0.24 
1.519,1.186,1.239,1.611,4.162,2.783,3.455,2.368,4.729,1.829,0.61 
1.363,1.273,1.123,1.517,6.323,2.958,6.32,2.062,3.219,2.263,0.30 
1.917,1.123,1.702,1.4,4.489,1.824,3.249,2.762,6.41,2.096,0.37 
1.7,1.462,1.519,1.776,5.947,1.886,4.034,2.2,3.631,2.405,0.66 
1.411,1.949,1.367,1.753,6.401,2.716,4.531,2.593,3.115,1.519,0.40 
1.618,1.013,1.156,1.351,5.008,2.913,5.962,1.902,5.138,1.817,0.36 
1.66,1.654,1.88,1.404,3.9,2.724,3.347,2.902,3.631,1.892,0.80 
1.839,1.328,1.65,1.445,6.113,1.853,3.495,1.728,5.638,1.632,0.53 
1.046,1.656,1.784,1.807,3.6,1.982,3.013,2.188,4.368,2.703,0.40 
1.144,1.283,1.198,1.488,6.223,2.966,4.628,2.044,3.304,2.498,0.48 
1.174,1.926,1.295,1.436,4.456,2.002,4.033,2.812,4.474,2.134,0.57 
1.502,1.489,1.921,1.753,4.624,2.137,5.116,2.041,3.91,2.095,0.71 
1.97,1.337,1.365,1.224,4.159,2.885,3.015,2.828,3.979,1.884,0.58 
1.537,1.501,1.371,1.429,6.132,1.705,4.135,1.541,5.12,2.783,0.52 
1.507,1.786,1.443,1.901,6.493,2.302,3.769,2.153,3.01,1.616,0.58 
1.767,1.734,1.9,1.173,5.179,1.853,5.475,1.896,4.641,2.046,0.51 
1.244,1.116,1.84,1.524,5.701,1.529,3.493,1.763,4.379,2.571,0.59 
1.499,1.394,1.999,1.687,4.723,2.738,3.084,1.516,3.939,2.157,0.74 
1.819,1.362,1.104,1.98,6.163,2.086,6.231,2.325,6.085,1.641,0.40 
1.808,1.18,1.308,1.344,3.14,2.775,3.986,1.842,5.419,2.739,0.57 
1.051,1.366,1.31,1.737,4.427,2.777,5.528,1.942,3.53,2.961,0.60 
1.483,1.062,1.414,1.384,3.031,1.762,3.386,2.779,6.253,2.144,0.40 
1.315,1.281,1.674,1.631,5.891,1.685,5.935,2.437,5.5,2.799,0.30 
1.361,1.895,1.129,1.737,3.101,1.746,3.511,1.929,4.268,2.809,0.43 
1.939,1.998,1.392,1.968,3.181,2.397,4.307,2.834,3.194,1.806,0.75 
1.96,1.168,1.375,1.973,6.052,2.321,4.966,2.126,5.077,1.537,0.46 
1.788,1.026,1.12,1.719,6.025,2.042,4.057,2.975,4.871,1.919,0.48 
1.797,1.655,1.352,1.437,3.641,2.776,6.169,2.605,3.866,1.84,0.27 
1.68,1.868,1.989,1.092,4.177,2.396,4.281,1.934,5.388,2.959,0.52 
1.318,1.258,1.129,1.084,3.341,1.749,6.161,2.332,4.514,2.307,0.24 
1.8,1.401,1.567,1.267,5.665,2.141,5.44,2.149,3.188,2.723,0.43 
1.836,1.822,1.333,1.052,5.269,2.335,4.322,2.799,3.963,2.622,0.43 
1.762,1.315,1.684,1.564,3.939,2.541,5.013,2.455,4.037,2.121,0.64 
1.38,1.198,1.076,1.501,4.301,2.799,6.308,2.829,4.515,2.203,0.31 
1.481,1.129,1.5,1.838,5.689,2.616,3.787,2.927,5.05,2.654,0.56 
1.875,1.347,1.783,1.752,3.055,1.822,5.251,2.691,6.476,1.592,0.31 
1.501,1.818,1.759,1.369,4.406,2.569,3.22,1.711,3.304,2.267,0.76 
1.544,1.746,1.077,1.256,5.654,2.961,3.51,2.567,5.318,2.542,0.40 
1.953,1.58,1.598,1.041,3.458,2.06,4.04,2.266,5.094,2.401,0.62 
1.948,1.902,1.38,1.425,5.948,2.228,5.528,2.173,5.281,1.968,0.42 
1.777,1.784,1.843,1.082,5.243,1.582,3.996,2.184,3.113,2.258,0.65 
1.561,1.237,1.377,1.852,3.11,1.973,5.097,1.574,3.584,2.679,0.58 
1.384,1.614,1.191,1.153,3.716,2.514,4.951,1.518,6.115,2.106,0.51 
1.304,1.131,1.011,1.964,5.784,1.988,6.061,2.498,6.182,1.566,0.34 
1.401,1.457,1.176,1.061,5.326,2.133,6.221,1.78,4.356,2.147,0.37 
1.92,1.405,1.156,1.614,5.207,2.007,5.274,2.689,4.711,2.172,0.43 
1.662,1.554,1.342,1.879,3.673,1.641,4.837,2.035,4.359,2.262,0.62 
1.618,1.028,1.63,1.678,4.473,2.517,4.84,2.106,3.577,1.804,0.61 
1.101,1.953,1.509,1.763,6.421,2.495,4.163,2.27,5.792,2.669,0.38 
1.877,1.32,1.704,1.156,3.857,2.057,3.453,2.996,5.839,1.63,0.58 
1.698,1.287,1.555,1.229,4.774,1.595,6.022,2.449,5.024,1.797,0.30 
1.823,1.444,1.753,1.827,4.888,1.932,5.861,1.656,4.809,1.899,0.50 
1.138,1.42,1.618,1.189,5.05,2.623,5.267,2.927,3.131,1.918,0.45 
1.09,1.458,1.225,1.984,3.066,1.501,3.774,1.931,5.551,2.252,0.39 
1.346,1.481,1.106,1.52,5.661,1.575,3.969,2.156,4.929,2.342,0.53 
1.561,1.715,1.564,1.28,3.927,2.469,5.743,1.726,4.196,2.245,0.60 
1.538,1.324,1.454,1.445,4.043,2.797,4.626,1.839,4.301,2.711,0.65 
1.898,1.89,1.258,1.215,4.346,2.36,6.318,2.096,5.243,2.551,0.37 
1.96,1.94,1.999,1.509,4.32,2.558,3.097,1.969,5.386,2.195,0.67 
1.274,1.414,1.658,1.301,5.274,1.578,3.532,2.213,4.764,1.982,0.60 
1.963,1.859,1.908,1.436,5.279,2.46,3.645,1.915,4.914,2.142,0.57 
1.208,1.599,1.732,1.427,4.817,2.744,3.999,2.739,5.701,2.765,0.45 
1.568,1.069,1.549,1.642,5.912,1.737,3.292,1.975,6.247,2.465,0.35 
1.905,1.232,1.404,1.463,6.337,2.715,5.688,1.919,3.654,2.752,0.42 
1.194,1.481,1.211,1.684,4.613,2.236,6.391,2.082,4.407,2.326,0.42 
1.018,1.923,1.64,1.631,4.492,2.476,6.149,2.437,5.853,1.959,0.24 
1.672,1.477,1.591,1.437,4.795,2.127,6.092,2.567,5.649,2.906,0.27 
1.23,1.982,1.932,1.676,4.884,2.309,5.264,2.82,4.223,2.143,0.21 
1.246,1.569,1.945,1.267,6.492,1.64,4.127,2.162,3.377,1.817,0.57 
1.562,1.119,1.339,1.367,5.251,2.918,4.791,1.96,3.714,2.807,0.52 
1.673,1.699,1.309,1.987,3.735,2.874,5.575,2.669,5.438,2.438,0.22 
1.82,1.726,1.745,1.355,4.357,2.433,5.274,2.524,5.831,2.321,0.32 
1.108,1.211,1.698,1.885,5.756,2.976,4.042,1.944,3.106,2.235,0.73 
1.078,1.055,1.477,1.93,5.008,2.47,6.098,2.823,3.015,1.574,0.30 
1.923,1.039,1.694,1.586,3.803,1.74,5.923,2.653,4.787,2.858,0.32 
1.616,1.031,1.961,1.698,3.88,2.649,5.742,1.92,6.317,2.343,0.35 
1.103,1.113,1.323,1.054,3.131,1.918,4.16,1.936,3.764,1.559,0.44 
1.202,1.027,1.544,1.713,4.554,2.769,4.536,1.529,4.522,2.272,0.62 
1.401,1.55,1.627,1.488,3.453,2.287,6.181,2.932,6.498,2.233,0.11 
1.142,1.345,1.173,1.1,4.454,2.543,3.444,2.511,3.157,2.669,0.59 
1.878,1.633,1.842,1.421,5.403,2.284,5.437,2.811,4.812,2.623,0.33 
1.99,1.703,1.047,1.686,6.098,1.566,4.702,1.993,3.043,2.512,0.46 
1.013,1.125,1.585,1.78,3.303,1.737,4.698,2.752,4.49,1.989,0.48 
1.334,1.505,1.939,1.689,3.335,2.954,4.334,2.435,3.82,2.354,0.60 
1.017,1.944,1.959,1.204,3.289,2.496,5.053,2.036,4.081,2.291,0.44 
1.56,1.182,1.31,1.986,3.491,2.297,3.346,2.66,4.12,2.042,0.76 
1.52,1.726,1.974,1.391,6.086,1.525,5.759,2.165,4.979,2.177,0.39 
1.998,1.363,1.895,1.985,4.602,2.884,3.162,1.676,3.299,2.425,0.80 
1.281,1.319,1.206,1.762,3.982,1.723,5.885,2.694,6.045,1.825,0.26 
1.364,1.193,1.902,1.647,6.138,2.836,5.075,1.806,4.412,2.468,0.53 
1.084,1.725,1.083,1.218,4.799,1.545,3.903,2.69,4.345,2.937,0.40 
1.892,1.541,1.492,1.682,3.916,2.598,3.776,2.956,5.84,1.953,0.50 
1.467,1.536,1.715,1.281,6.399,1.715,3.667,2.985,4.281,2.433,0.53 
1.079,1.409,1.686,1.443,5.598,2.441,5.254,1.53,5.758,2.673,0.50 
1.448,1.381,1.672,1.382,4.538,2.069,5.429,2.163,4.18,1.639,0.54 
1.432,1.308,1.362,1.564,3.462,2.411,3.11,2.325,3.349,1.81,0.71 
1.901,1.422,1.611,1.598,3.102,2.83,4.342,2.423,4.615,2.515,0.62 
1.132,1.886,1.495,1.862,3.868,2.885,3.088,2.928,3.442,1.907,0.75 
1.736,1.436,1.172,1.605,4.52,2.87,3.089,1.776,4.031,2.224,0.63 
1.025,1.588,1.302,1.536,4.578,1.663,5.364,2.427,5,2.608,0.28 
1.548,1.504,1.03,1.134,5.419,1.737,5.097,2.215,4.954,2.586,0.43 
1.838,1.632,1.435,1.203,5.364,2.27,6.395,2.965,4.626,1.584,0.30 
1.878,1.84,1.523,1.713,3.29,2.519,5.47,2.801,3.33,2.218,0.32 
1.027,1.083,1.893,1.785,6.075,2.379,3.369,1.962,6.011,2.833,0.11 
1.754,1.8,1.764,1.966,4.242,2.815,5.592,2.829,5.311,2.895,0.16 
1.174,1.298,1.805,1.8,4.077,2.539,3.562,2.021,3.489,2.749,0.66 
1.661,1.594,1.628,1.268,6.117,2.38,5.56,1.999,5.504,2.447,0.40 
1.323,1.534,1.733,1.066,4.744,2.622,4.139,1.833,4.13,1.662,0.61 
1.603,1.729,1.535,1.018,3.021,2.735,3.866,1.753,6.011,2.723,0.48 
1.173,1.994,1.656,1.369,4.425,2.165,4.197,2.633,4.041,2.245,0.54 
1.404,1.728,1.434,1.322,3.08,1.784,4.007,2.223,3.281,1.929,0.53 
1.534,1.094,1.302,1.112,5.047,2.028,4.11,2.478,4.289,1.972,0.45 
1.912,1.143,1.882,1.373,3.94,2.237,4.941,1.934,4.59,2.879,0.57 
1.942,1.231,1.96,1.482,5.791,2.535,4.954,2.427,3.13,2.558,0.48 
1.261,1.396,1.642,1.291,5.34,2.396,3.06,2.206,4.681,1.962,0.58 
1.852,1.835,1.454,1.168,6.499,1.531,5.072,2.892,4.457,1.528,0.35 
1.841,1.488,1.687,1.721,3.281,1.581,3.607,2.412,5.377,2.373,0.28 
1.308,1.985,1.414,1.159,3.246,2.514,3.066,2.227,3.637,2.36,0.71 
1.145,1.096,1.037,1.964,3.097,2.267,6.201,1.53,5.192,2.893,0.32 
1.494,1.374,1.523,1.652,3.737,1.774,4.279,2.836,4.674,2.367,0.47 
1.131,1.092,1.316,1.921,6.479,2.201,4.399,2.637,3.265,2.783,0.65 
1.085,1.893,1.865,1.6,4.462,2.205,5.043,2.361,5.352,2.229,0.39 
1.278,1.024,1.447,1.631,6.236,2.075,5.962,2.795,4.134,2.576,0.32 
1.785,1.632,1.068,1.941,6.273,1.713,4.257,2.235,4.283,2.368,0.48 
1.968,1.573,1.389,1.692,3.36,2.532,5.254,2.476,4.672,2.31,0.43 
1.973,1.565,1.36,1.025,3.31,2.392,6.077,2.153,5.049,1.562,0.40 
1.37,1.54,1.321,1.334,3.164,2.554,5.433,1.965,5.715,2.521,0.40 
1.864,1.708,1.232,1.28,4.442,1.897,3.788,2.26,4.833,2.003,0.61 
1.471,1.372,1.176,1.433,5.072,1.538,4.369,2.404,5.187,2.013,0.51 
1.074,1.027,1.824,1.649,4.652,2.668,3.12,2.595,5.736,1.676,0.57 
1.416,1.772,1.941,1.249,5.829,2.104,3.454,2.904,4.77,2.227,0.60 
1.019,1.884,1.733,1.817,4.03,1.948,5.094,2.1,4.684,2.285,0.39 
1.807,1.419,1.616,1.161,6.198,2.418,5.728,2.388,4.404,1.741,0.38 
1.037,1.289,1.358,1.78,5.808,2.754,3.159,1.72,3.603,1.594,0.54 
1.124,1.333,1.251,1.189,5.929,2.101,6.494,2.103,6.187,2.704,0.29 
1.642,1.756,1.475,1.764,3.592,2.723,5.698,1.921,6.293,2.898,0.07 
1.925,1.912,1.959,1.579,5.056,1.5,5.836,2.452,5.442,2.249,0.22 
1.828,1.033,1.168,1.043,4.726,2.51,5.674,2.146,5.15,1.519,0.32 
1.967,1.172,1.314,1.232,3.31,1.881,4.225,2.091,4.525,2.681,0.54 
1.81,1.487,1.79,1.681,5.458,2.66,6.479,1.515,4.689,2.012,0.47 
1.925,1.23,1.04,1.266,5.197,2.831,3.625,1.937,6.154,2.995,0.37 
1.125,1.433,1.11,1.725,3.324,2.121,4.783,2.325,4.506,1.998,0.55 
1.853,1.545,1.396,1.477,5.048,2.923,3.272,2.537,4.314,2.503,0.55 
1.493,1.184,1.294,1.888,4.427,1.819,4.411,2.129,6.133,2.294,0.47 
1.042,1.969,1.17,1.997,5.073,2.941,5.554,1.941,3.027,1.637,0.63 
1.337,1.095,1.875,1.248,6.033,2.481,4.078,2.963,4.933,1.77,0.50 
1.435,1.115,1.672,1.92,5.724,2.708,3.658,2.031,4.047,2.213,0.70 
1.387,1.403,1.385,1.998,3.15,1.603,4.991,2.491,3.471,2.096,0.55 
1.26,1.1,1.656,1.18,3.912,2.81,4.902,1.949,4.262,2.705,0.56 
1.25,1.121,1.781,1.771,3.021,2.763,5.647,1.641,4.025,1.804,0.57 
1.027,1.171,1.556,1.461,4.878,2.278,5.437,1.566,3.359,2.828,0.59 
1.371,1.78,1.348,1.58,5.194,1.675,5.354,2.515,6.168,1.841,0.38 
1.552,1.257,1.949,1.424,6.262,2.007,5.233,2.656,3.048,2.473,0.41 
1.291,1.304,1.204,1.904,4.6,2.674,4.781,2.615,5.582,2.024,0.57 
1.163,1.979,1.661,1.03,5.66,1.972,3.511,2.195,5.389,1.795,0.58 
1.587,1.783,1.097,1.94,3.3,1.551,4.078,2.701,6.035,1.587,0.40 
1.742,1.143,1.407,1.233,4.236,2.03,4.067,2.968,5.519,2.503,0.51 
1.431,1.444,1.624,1.565,4.333,1.896,4.37,2.806,5.684,2.719,0.22 
1.767,1.253,1.38,1.842,5.161,1.857,5.635,2.884,3.833,2.136,0.40 
1.149,1.589,1.54,1.035,4.828,2.393,6.169,2.219,4.639,1.786,0.34 
1.994,1.07,1.696,1.816,3.941,2.324,3.225,1.699,4.901,2.392,0.66 
1.698,1.786,1.308,1.947,3.814,2.719,3.491,1.98,5.442,1.644,0.76 
1.957,1.754,1.094,1.778,4.435,2.341,3.609,1.545,3.688,2.286,0.74 
1.473,1.092,1.561,1.506,3.384,2.981,5.745,1.678,4.404,2.725,0.56 
1.922,1.615,1.806,1.037,5.089,2.49,3.866,2.449,3.349,1.699,0.55 
1.326,1.591,1.605,1.617,4.649,2.359,5.673,2.609,4.946,1.809,0.52 
1.469,1.009,1,1.886,3.21,1.974,6.166,2.264,5.676,2.611,0.28 
1.237,1.029,1.643,1.84,5.143,1.876,5.897,1.584,5.398,2.66,0.45 
1.336,1.407,1.697,1.474,3.803,1.684,3.714,2.175,4.463,2.057,0.66 
1.518,1.823,1.871,1.739,6.113,1.965,4.864,2.429,6.392,2.949,0.15 
1.71,1.165,1.575,1.011,3.783,2.943,4.03,1.714,3.36,1.619,0.53 
