tr1,br1,d1,t2,xr1,yr1,xr2,yr2,xr3,yr3,EAB
9.983,14.922,1.736,8.196,13.806,3.228,12.134,6.024,11.594,4.366,140
9.457,17.636,1.228,9.062,11.827,4.077,11.253,4.665,13.085,5.638,142
8.678,16.605,1.582,9.668,13.009,5.294,10.627,4.076,14.178,5.031,140
6.84,14.041,1.236,9.371,14.72,3.642,15.319,6.399,12.706,3.137,136
8.101,15.775,1.035,9.572,13.015,5.476,15.006,5.462,11.594,5.165,137
11.387,12.505,1.396,9.791,14.643,4.174,11.739,3.368,14.176,5.064,140
9.552,16.205,1.09,8.472,12.993,3.307,12.424,5.706,10.42,4.181,141
7.282,17.521,1.171,9.645,13.532,3.652,10.38,5.823,10.794,6.01,137
11.19,17.763,1.717,8.049,11.549,3.903,13.926,5.823,14.42,4.815,135
6.1,17.492,1.88,8.21,10.352,5.211,10.263,5.044,13.822,4.691,135
7.943,13.699,1.996,9.499,15.09,4.186,10.12,4.637,11.955,4.345,139
9.316,14.245,1.752,9.62,10.757,4.382,10.885,6.421,12.747,4.997,140
7.026,14.453,1.323,9.601,10.499,5.241,12.582,5.925,14.487,3.767,138
10.166,13.687,1.556,8.35,10.075,6.261,14.477,6.314,13.534,4.655,137
5.898,16.221,1.316,8.499,11.589,6.315,11.353,3.744,10.929,6.145,137
11.413,17.857,1.709,9.824,10.989,4.454,10.454,6.444,15.491,3.08,138
9.01,12.549,1.594,8.272,11.081,4.177,11.635,5.562,13.302,5.119,138
11.157,14.611,1.265,9.71,13.499,5.912,13.018,3.78,10.104,5.79,142
9.177,15.182,1.085,8.355,13.6,5.83,13.053,4.037,14.455,4.82,137
10.239,13.2,1.7,8.478,11.055,5.512,11.162,4.183,10.943,4.494,139
9.933,14.432,1.014,8.867,14.394,4.807,12.086,6.064,11.322,5.659,139
7.373,17.995,1.892,8.765,12.941,5.008,12.059,4.756,11.012,4.711,139
7.697,13.312,1.224,9.909,11.294,6.038,12.028,5.445,13.442,4.235,139
7.568,12.592,1.204,8.126,11.292,4.683,15.059,3.672,14.138,3.027,135
10.106,17.686,1.996,9.903,13.624,4.019,11.088,4.293,14.252,4.846,140
9.951,14.566,1.076,8.725,11.844,6.342,14.793,3.437,14.767,3.352,139
9.355,12.683,1.02,9.026,14.563,6.272,13.493,4.529,15.354,3.332,136
7.58,17.11,1.038,8.522,13.766,4.984,13.612,3.329,12.282,5.779,139
7.879,15.629,1.672,8.801,11.681,3.325,12.194,4.58,15.273,3.736,139
7.342,13.822,1.538,9.543,13.713,4.273,15.345,3.01,11.183,4.927,139
8.235,19.742,1.248,9.918,14.637,5.194,10.043,3.14,14.412,4.023,135
11.527,18.872,1.506,9.758,12.923,5.163,13.604,6.025,10.76,4.839,136
8.522,14.846,1.327,9.331,14.778,3.621,11.545,3.098,13.714,4.333,140
11.171,14.819,1.044,8.171,14.492,6.29,12.638,3.194,12.601,3.338,139
6.174,19.345,1.903,8.712,15.12,4.518,13.549,3.507,14.737,5.511,136
9.772,12.315,1.167,9.649,11.682,3.981,11.452,5.106,11.061,5.411,138
9.489,13.721,1.447,9.308,12.942,3.89,14.987,4.173,15.16,5.888,139
8.46,17.95,1.982,9.071,14.866,6.007,11.183,5.728,11.537,4.514,140
10.715,13.787,1.565,9.274,11.48,6.185,13.508,3.768,12.92,6.058,141
6.216,14.483,1.228,9.365,13.468,4.922,14.974,5.838,14.162,5.377,135
11.056,13.967,1.393,8.54,13.465,3.839,14.639,5.53,12.996,5.129,139
9.243,13.725,1.57,8.97,14.017,5.603,14.313,6.285,13.282,6.194,136
9.43,14.831,1.391,9.275,12.465,6.47,10.315,4.44,11.542,5.183,140
5.08,14.299,1.564,9.317,12.171,3.856,13.592,5.298,10.828,3.29,137
10.33,17.156,1.704,9.017,11.796,3.479,12.888,4.979,11.889,3.932,142
7.54,12.553,1.689,9.868,12.308,3.691,15.353,4.335,11.424,6.137,138
11.622,12.741,1.722,8.514,15.46,4.526,13.485,4.816,14.118,6.302,138
9.083,18.854,1.364,9.286,13.06,5.125,12.467,4.202,13.868,3.314,135
6.638,14.252,1.022,9.362,15.363,3.131,11.32,4.042,10.71,3.43,134
9.712,19.527,1.341,8.297,11.9,4.63,14.225,6.434,10.818,3.785,133
10.395,18.315,1.326,9.486,12.785,4.366,10.305,3.313,12.494,5.805,138
7.978,12.685,1.4,8.806,13.117,3.074,15.077,5.164,11.316,3.095,136
11.289,16.143,1.644,9.526,10.34,3.887,14.1,5.007,10.889,5.553,141
11.198,18.198,1.729,8.828,15.322,3.774,15.498,5.464,15.489,5.849,139
5.107,17.913,1.258,8.206,12.422,3.286,14.927,5.251,10.665,3.568,138
6.474,14.054,1.92,9.8,12.319,6.017,14.731,4.404,11.056,3.073,138
5.706,13.17,1.696,9.729,14.345,4.992,12.781,4.934,11.711,4.516,137
5.611,19.361,1.965,9.83,10.961,4.656,13.366,5.796,14.477,4.337,140
7.191,17.49,1.353,9.276,12.692,5.217,10.893,3.065,13.544,3.405,136
7.525,12.236,1.17,9.459,11.855,4.643,11.519,4.878,11.882,5.726,138
8.946,15.66,1.933,9.659,11.582,5.17,13.047,4.08,14.548,3.237,141
5.229,14.838,1.4,9.476,11.504,5.111,13.068,3.399,15.112,4.029,138
8.357,15.627,1.334,9.206,13.358,3.026,12.611,5.963,13.663,3.456,140
7.004,17.792,1.537,9.377,10.28,3.856,10.701,5.362,10.997,4.762,137
9.577,15.457,1.169,9.917,12.415,4.391,15.405,4.284,14.03,5.691,139
9.839,12.253,1.586,8.003,13.304,4.838,11.749,4.889,13.732,4.871,138
9.163,17.562,1.553,9.985,13.669,3.243,14.748,3.52,14.307,4.515,140
6.738,17.857,1.318,8.935,14.109,6.055,13.537,3.962,14.946,6.235,139
6.948,12.45,1.324,9.712,11.882,6.073,10.304,4.268,14.652,6.212,138
7.979,14.82,1.854,8.216,14.197,6.398,10.251,5.006,13.841,5.823,134
9.969,18.223,1.353,8.903,13.846,5.735,11.081,3.201,12.097,4.792,138
10.935,12.418,1.115,8.931,13.342,5.351,11.541,5.565,15.493,4.613,137
7.822,18.111,1.099,8.803,12.146,5.714,15.198,5.889,12.316,3.719,136
10.535,18.119,1.519,8.251,12.748,6.147,11.848,3.037,14.695,5.639,141
6.257,18.256,1.059,8.617,14.498,4.811,11.271,5.333,10.497,5.614,137
5.969,19.594,1.855,9.463,15.433,3.223,11.695,5.228,12.927,4.769,139
6.387,12.02,1.281,9.701,15.386,4.475,10.541,3.327,12.32,5.888,137
11.725,15.88,1.72,8.578,10.933,3.112,13.416,5.674,14.335,4.078,140
9.33,17.057,1.588,9.474,13.986,4.768,11.583,3.008,14.771,3.564,141
7.552,17.922,1.437,8.064,11.196,3.604,10.076,3.506,15.313,5.921,136
10.645,19.399,1.666,8.109,14.619,5.693,11.227,4.202,12.272,5.76,142
10.453,14.765,1.867,9.265,14.768,4.801,11.037,5.805,10.554,3.566,141
8.392,14.808,1.689,8.082,14.707,4.374,13.037,3.423,13.867,4.061,138
7.278,17.633,1.996,8.084,10.143,4.918,12.939,4.712,13.678,3.504,138
10.173,13.644,1.61,9.619,15.467,4.827,14.958,5.639,10.448,4.286,137
8.042,18.146,1.732,9.476,10.865,5.449,14.548,3.752,10.798,4.282,137
6.988,15.5,1.806,8.128,10.838,6.286,10.002,4.161,15.247,3.864,138
7.536,12.935,1.8,9.321,13.267,3.042,11.73,5.124,10.132,5.48,139
11.257,19.853,1.204,8.657,11.858,4.351,14.559,5.766,12.09,5.309,136
10.337,18.889,1.149,9.239,12.433,3.206,10.521,4.436,12.513,3.187,135
7.838,14.973,1.566,9.452,12.498,5.909,15.225,4.909,11.646,5.535,138
11.809,15.298,1.772,8.908,11.258,5.209,11.034,6.116,10.929,3.585,142
6.408,19.361,1.076,9.679,14.663,4.582,13.723,5.147,11.637,3.984,136
6.186,17.135,1.352,9.448,15.21,3.759,11.184,4.487,14.418,3.996,137
9.028,13.94,1.893,9.362,12.86,5.189,11.3,5.61,11.778,4.318,140
5.338,15.729,1.632,8.44,13.654,5.856,10.468,3.24,11.966,4.518,137
11.247,15.269,1.818,8.615,12.271,5.437,13.198,5.157,11.394,3.636,141
6.297,15.08,1.927,8.123,11.841,3.393,13.279,4.289,14.728,3.079,137
11.59,16.022,1.745,8.21,13.693,5.849,10.066,5.053,13.974,3.472,140
10.166,12.058,1.666,9.361,15.437,4.895,12.002,3.739,15.219,5.56,137
7.765,18.977,1.034,8.566,11.608,5.141,11.409,3.292,10.639,5.052,135
9.466,12.756,1.396,8.915,15.183,3.986,15.355,6.461,12.804,3.802,137
10.447,18.778,1.479,9.207,10.346,3.055,10.955,3.409,10.753,5.53,138
11.556,13.217,1.123,8.596,11.06,5.44,14.228,5.995,10.114,5.639,139
10.962,13.711,1.017,9.749,11.083,6.361,14.02,6.417,14.671,3.217,139
8.184,12.815,1.426,9.867,13.558,3.95,11.001,4.277,14.245,3.306,138
10.741,13.739,1.838,8.497,13.166,4.027,12.268,5.192,13.344,4.003,139
7.786,12.521,1.231,8.435,11.915,4.949,10.059,3.92,13.339,6.323,138
6.858,15.061,1.051,9.69,15.479,5.285,13.932,5.952,14.288,5.484,135
5.617,18.308,1.658,8.423,11.935,3.602,13.017,5.527,11.921,4.228,140
6.529,19.434,1.564,9.477,11.858,5.08,14.895,5.163,13.628,3.517,137
8.312,17.951,1.846,8.661,12.237,4.328,15.365,5.784,13.091,6.26,139
6.879,12.507,1.334,9.673,10.277,5.635,13.215,5.994,12.713,4.679,138
8.962,15.465,1.165,8.679,10.556,3.97,15.022,4.306,14.435,5.851,139
5.859,19.425,1.638,9.365,14.781,4.111,12.964,6.177,10.036,5.389,140
8.315,19.434,1.717,8.939,13.444,3.451,13.052,4.474,10.263,3.046,137
8.621,15.95,1.532,9.432,10.924,5.116,15.487,6.379,11.944,5.147,137
6.177,13.48,1.535,8.899,14.492,6.048,11.496,5.75,12.032,6.196,136
11.22,13.34,1.141,8.024,14.674,3.014,15.439,5.956,14.866,4.144,138
9.62,13.125,1.384,9.445,13.419,4.131,10.579,4.199,13.567,6.043,139
9.982,15.25,1.952,8.098,11.03,3.308,10.72,3.68,13.554,3.733,126
10.087,13.29,1.577,9.268,13.648,3.478,10.265,5.707,11.937,4.555,139
11.364,12.898,1.745,9.028,12.833,3.542,10.645,5.313,10.055,5.463,140
10.984,18.687,1.697,9.748,10.225,3.025,12.9,5.628,10.592,4.12,137
6.679,12.747,1.345,9.395,11.008,6.49,12.989,3.138,11.923,6.205,137
8.863,17.354,1.654,9.9,10.191,3.671,15.42,5.842,11.134,4.454,139
5.505,14.946,1.824,8.986,13.714,3.597,11.234,6.297,10.875,6.069,140
9.769,17.573,1.958,9.948,14.761,5.974,15.363,5.464,13.806,3.841,137
8.133,16.8,1.33,9.084,11.65,4.905,13.658,3.044,12.906,5.61,140
11.879,16.439,1.637,9.098,10.93,3.874,13.674,4.681,11.088,3.057,142
10.897,15.489,1.192,9.108,11.982,4.468,14.595,3.793,12.072,5.561,142
7.983,12.309,1.692,8.054,11.852,4.283,11.027,3.46,10.988,5.089,132
8.728,12.317,1.447,8.657,11.144,6.461,15.006,4.041,11.941,3.068,138
8.942,17.399,1.493,9.86,12.119,6.161,13.657,3.098,13.894,5.512,140
11.778,16.718,1.468,9.032,10.487,4.497,10.69,5.549,14.444,4.671,141
8.694,14.771,1.043,9.616,12.778,3.936,12.433,6.369,12.602,5.127,140
5.452,12.283,1.828,9.287,11.017,4.366,12.279,4.876,14.097,4.505,137
10.899,15.955,1.487,8.637,15.213,4.872,11.651,3.23,10.87,4.727,141
10.7,19.046,1.065,8.888,14.192,3.688,15.336,3.639,10.854,3.967,138
9.833,19.47,1.793,9.613,12.243,6.254,10.8,4.335,14.61,3.093,135
5.906,14.295,1.506,8.018,14.534,4.711,12.2,5.587,13.549,3.823,136
10.613,18.478,1.013,8.342,13.047,5.986,10.256,4.338,13.087,3.586,138
7.223,14.136,1.801,9.62,11.023,5.25,13.42,5.874,14.181,6.494,137
9.351,17.832,1.005,8.582,14.778,6.483,10.169,3.715,14.216,4.938,140
5.691,14.089,1.331,8.212,12.016,5.479,10.893,4.121,15.008,5.007,137
11.324,16.769,1.057,9.606,12.465,4.932,13,6.099,13.836,6.107,140
8.992,18.934,1.136,9.559,11.169,3.584,10.057,4.637,11.709,3.345,136
7.768,13.481,1.292,9.001,15.082,3.326,15.471,4.347,12.555,4.3,136
5.17,12.078,1.528,8.248,13.606,3.995,13.764,3.899,14.57,6.173,132
10.375,19.842,1.273,8.289,10.873,3.335,11.382,5.341,15.034,5.53,139
5.184,14.697,1.041,9.241,12.811,4.195,13.676,5.666,10.953,5.182,136
8.091,14.515,1.714,9.924,14.804,5.409,13.05,5.246,15.315,5.81,136
9.606,12.876,1.872,8.462,13.975,4.821,14.807,4.314,11.514,5.043,138
8.319,14.703,1.695,9.232,14.746,5.202,13.855,3.711,13.06,4.348,137
7.337,15.03,1.48,8.477,15.295,5.56,11.556,4.773,11.921,4.18,137
6.104,18.793,1.298,9.859,15.256,3.184,15.109,3.749,14.795,3.346,134
5.67,17.832,1.484,8.343,15.451,3.573,12.357,5.663,12.536,4.874,139
8.403,16.135,1.065,8.272,12.055,3.049,12.25,5.283,10.039,3.274,137
10.543,14.912,1.528,9.673,13.739,5.913,14.788,3.492,10.319,6.419,140
6.039,16.215,1.179,9.907,13.571,4.274,14.097,5.586,13.908,4.214,138
5.333,18.564,1.263,9.984,10.606,6.194,11.768,4.023,11.916,3.309,134
6.417,13.472,1.791,8.494,14.147,6.454,12.127,4.104,12.062,4.646,138
8.027,12.73,1.106,9.403,13.573,3.482,13.18,4.176,15.186,5.21,137
5.616,15.999,1.373,9.143,13.291,6.247,12.04,3.896,15.112,4.774,136
10.124,15.486,1.932,9.771,12.26,3.148,15.044,4.062,13.628,6.175,140
5.929,14.389,1.531,8.742,13.05,4.563,11.572,3.675,14.33,5.765,137
10.094,17.309,1.346,8.227,10.028,4.161,10.6,5.524,14.971,3.861,140
6.465,18.969,1.167,8.243,10.9,4.839,14.802,4.179,12.785,4.997,137
7.766,13.342,1.715,8.328,15.44,3.564,13.895,4.283,12.882,3.214,136
9.889,17.678,1.399,8.375,13.726,6.021,10.933,5.372,11.756,3.18,140
11.454,15.944,1.579,8.762,15.054,5.113,14.255,5.55,13.049,3.872,139
7.914,14.831,1.146,9.376,13.289,6.103,13.286,4.183,11.036,5.967,138
8.193,17.736,1.64,8.72,12.262,3.308,13.735,3.716,14.111,3.754,140
9.61,19.03,1.795,8.278,14.753,5.844,14.985,4.301,12.989,4.4,140
11.919,15.431,1.948,8.001,10.674,3.316,10.908,4.983,11.67,4.081,135
5.16,12.456,1.831,8.331,14.66,4.005,12.073,5.729,11.954,4.315,136
6.93,16.664,1.463,8.889,10.264,5.998,11.619,5.534,13.884,6.314,138
6.123,17.816,1.865,8.113,14.447,5.234,11.04,3.098,13.881,5.052,133
6.482,12.098,1.646,9.886,10.284,4.548,12.532,4.114,10.347,3.733,137
5.815,15.163,1.948,8.899,15.368,3.949,11.998,5.978,12.787,4.591,140
8.859,19.043,1.219,8.354,10.163,5.958,10.615,3.62,14.772,3.652,137
7.906,16.871,1.581,9.837,14.93,3.824,10.992,5.156,12.896,4.968,140
7.76,18.837,1.779,8.127,13.382,4.805,11.899,3.571,13.185,5.999,138
8.814,12.995,1.33,9.512,11.202,4.75,12.667,3.13,12.077,4.076,139
7.353,14.247,1.395,9.158,14.56,3.1,10.119,4.559,15.135,5.747,140
11.994,15.271,1.451,9.449,13.117,6.364,14.299,4.796,13.443,3.72,139
9.826,13.134,1.858,9.27,13.237,3.659,13.116,5.54,12.14,4.427,139
8.721,16.007,1.429,8.119,13.599,5.529,12.9,6.063,13.707,6.028,136
9.793,12.634,1.738,9.059,12.579,4.259,10.593,4.58,13.359,3.717,139
10.455,18.118,1.845,9.007,11.661,5.343,12.901,5.879,13.164,3.582,140
5.399,14.102,1.906,8.022,13.502,4.05,10.585,4.913,12.226,4.827,136
11.386,16.544,1.463,9.321,12.799,6.066,14.63,5.91,12.41,5.372,139
11.448,15.077,1.673,8.977,11.942,3.95,10.762,5.422,10.026,4.177,141
8.247,15.319,1.959,8.879,11.321,6.053,10.583,5.845,13.147,5.938,137
7.425,16.51,1.202,8.817,15.253,5.524,15.412,5.388,10.651,5.599,137
11.995,16.52,1.187,9.757,10.44,4.069,13.72,4.071,10.198,6.316,141
8.739,15.5,1.357,8.691,13.981,4.07,13.729,6.15,13.518,4.536,137
10.448,17.367,1.394,8.254,12.274,3.082,12.762,4.698,14.079,4.622,140
5.026,13.815,1.639,9.64,12.974,4.898,13.745,4.491,12.389,6.498,138
5.483,15.703,1.286,9.732,11.582,3.398,10.733,5.667,14.239,5.42,139
9.879,12.405,1.358,8.783,14.092,6.04,14.539,5.902,10.566,3.727,137
6.864,12.125,1.36,9.9,13.364,6.254,14.227,3.927,10.34,4.197,137
7.82,14.197,1.718,8.092,10.476,4.371,11.056,3.548,10.703,3.835,135
8.33,16.996,1.394,9.103,14.678,5.216,14.131,6.423,10.664,3.086,139
7.881,13.402,1.949,8.832,11.124,3.379,13.176,3.572,11.728,6.377,130
10.004,18.604,1.514,9.172,14.785,4.001,12.302,5.861,15.031,3.671,140
10.623,17.583,1.157,9.718,12.756,6.065,13.858,4.084,15.087,3.612,140
7.731,16.714,1.739,9.41,10.477,3.081,13.912,4.503,13.318,4.999,141
6.945,16.745,1.039,9.862,14.701,6.215,14.501,4.937,12.316,6.417,137
6.442,13.747,1.412,9.267,13.206,4.172,12.461,6.466,11.444,5.153,139
11.524,17.685,1.13,8.569,10.29,3.512,14.856,4.67,11.16,3.605,139
6.132,19.87,1.416,8.262,11.865,6.477,13.688,5.765,11.443,6.498,139
11.223,17.861,1.722,9.035,11.99,3.243,15.12,5.712,11.743,6.123,141
10.543,12.208,1.594,8.735,11.332,5.282,15.365,6.077,12.461,5.447,137
6.331,13.026,1.132,8.028,10.767,5.07,14.544,5.202,11.991,3.868,135
7.155,16.456,1.274,9.964,10.144,5.277,11.2,4.968,14.305,5.386,139
10.95,16.879,1.454,8.598,14.902,4.606,10.199,3.055,14.328,4.102,141
10.57,19.133,1.291,9.235,14.4,3.197,12.851,3.065,13.399,5.576,137
8.399,18.977,1.467,9.881,13.759,5.282,13.229,4.612,13.86,3.696,136
5.888,14.72,1.443,8.406,11.753,4.652,15.266,5.907,11.249,4.681,136
7.961,19.167,1.85,9.076,11.726,4.728,14.712,3.996,11.524,4.709,139
10.165,15.945,1.755,9.545,13.616,5.258,14.848,5.451,14.289,3.252,139
9.827,16.782,1.358,9.631,10.825,5.672,12,6.029,10.463,6.003,140
11.552,19.452,1.476,8.193,12.415,4.411,11.172,3.491,12.202,5.296,137
10.576,12.855,1.116,8.721,10.212,5.071,11.122,6.316,11.586,3.409,138
11.202,19.12,1.215,9.817,11.527,6.341,13.736,4.443,12.593,3.278,135
10.034,15.594,1.691,8.074,11.062,4.475,11.634,4.867,10.552,4.655,138
11.546,19.262,1.114,8.025,13.236,3.278,11.996,4.758,14.606,6.169,134
11.861,19.375,1.094,9.203,12.578,5.842,10.51,4.351,12.181,4.064,135
8.021,19.973,1.466,8.085,12.335,3.856,12.641,4.425,10.358,3.896,136
6.705,19.503,1.371,9.117,15.082,4.309,14.937,5.355,15.003,3.73,139
9.863,14.864,1.69,8.336,12.729,3.612,14.375,4.822,12.292,4.817,140
7.265,16.986,1.94,9.56,10.465,5.129,12.63,5.747,14.935,5.175,140
7.031,13.437,1.067,9.026,10.14,6.181,13.165,4.373,13.807,4.557,137
5.117,19.571,1.319,9.852,14.435,6.282,10.519,6.006,13.838,5.721,139
6.886,16.354,1.138,9.172,13.284,6.06,12.703,5.266,13.288,5.338,137
9.632,17.306,1.426,8.388,10.828,5.477,13.414,3.139,10.41,4.045,139
8.691,19.843,1.179,8.965,13.627,3.036,12.06,4.212,14.37,3.645,134
10.841,18.858,1.077,8.867,10.962,4.537,15.018,3.018,14.174,3.674,137
11.552,17.495,1.647,8.325,14.571,4.648,11.271,4.967,11.573,5.847,141
5.587,14.848,1.864,8.292,10.255,3.402,10.398,5.78,10.528,4.887,137
7.866,19.704,1.02,9.132,13.693,6.292,12.332,4.617,11.649,3.63,137
5.81,18.458,1.051,8.829,12.099,5.732,14.249,4.617,11.108,5.265,137
8.898,18.995,1.922,9.718,10.382,3.313,12.344,5.356,11.756,3.847,137
7.3,17.546,1.658,8.575,11.237,3.843,11.604,5.096,12.928,6.373,140
5.557,17.494,1.947,9.173,15.001,3.721,10.289,3.736,12.322,6.155,133
5.775,12.53,1.375,9.294,13.1,3.464,12.298,3.838,11.549,4.812,135
8.979,12.789,1.086,8.034,10.911,4.865,13.173,5.626,13.201,5.537,137
10.619,14.288,1.479,8.19,14.367,3.549,14.845,3.69,12.758,3.614,139
11.006,18.43,1.164,8.906,10.485,4.183,13.52,4.868,10.488,4.073,137
10.124,16.324,1.394,9.782,10.211,5.624,12.549,4.238,11.977,4.728,142
9.158,15.322,1.194,9.601,13.467,3.896,11.948,5.364,14.092,4.068,141
6.586,15.447,1.065,8.93,13.978,6.407,12.478,6.272,12.412,4.577,136
6.179,14.255,1.053,8.329,14.279,6.244,12.817,3.567,15.443,5.407,135
5.085,15.219,1.784,9.096,11.777,6.19,13.156,4.056,12.647,5.909,139
9.776,13.829,1.382,9.527,15.136,4.621,11.682,4.132,13.424,3.721,139
11.319,14.414,1.649,8.877,13.719,4.204,10.583,4.033,12.695,4.947,141
5.616,18.017,1.131,9.876,10.095,5.74,12.531,3.186,11.399,5.258,134
6.297,18.749,1.286,8.894,14.288,6.466,11.44,5.298,13.224,5.558,137
6.197,17.616,1.632,9.076,12.366,4.155,11.046,4.977,10.944,6.033,141
9.278,14.126,1.009,8.093,12.573,3.331,13.09,4.961,12.937,5.422,138
8.669,19.849,1.633,8.929,13.03,3.777,14.871,6.362,14.136,3.647,140
7.761,19.639,1.068,9.508,14.86,5.244,11.737,5.771,11.864,5.954,136
6.221,14.342,1.17,9.309,14.997,4.23,15.123,4.387,10.52,3.358,135
5.899,14.601,1.141,8.571,10.801,6.416,14.842,5.082,14.528,4.941,135
5.101,15.755,1.717,8.571,13.819,4.66,13.129,3.433,10.096,6.291,138
5.163,17.832,1.72,8.012,10.655,3.416,14.674,5.55,13.226,6.147,138
9.883,15.297,1.484,8.962,14.232,5.853,11.117,3.672,10.456,4.365,141
7.608,17.466,1.565,8.425,13.835,4.907,14.587,5.65,11.412,4.856,139
6.068,13.386,1.3,8.599,14.513,3.774,10.358,3.299,14.411,4.824,136
9.578,13.522,1.859,8.548,12.738,5.519,15.388,3.38,12.42,4.6,140
7.614,13.691,1.969,8.579,14.536,4.393,13.486,3.298,13.734,3.97,136
6.205,15.49,1.245,8.339,12.105,3.582,14.918,6.266,11.498,3.043,137
9.479,14.826,1.511,8.776,12.61,3.888,13.974,5.212,11.369,6.448,140
9.535,17.186,1.373,8.891,13.875,4.215,10.678,4.017,15.401,5.767,140
10.791,15.926,1.196,8.896,13.983,6.113,13.52,4.648,14.208,6.215,139
9.627,15.116,1.145,8.261,13.8,3.499,14.644,5.444,12.021,5.942,138
11.719,16.369,1.774,8.345,10.608,3.907,11.803,6.015,13.822,4.527,141
7.475,12.614,1.283,9.271,14.761,3.714,15.097,5.01,13.29,6.103,137
9.651,17.884,1.807,9.475,10.031,3.138,14.859,5.22,13.718,5.575,139
7.086,19.989,1.402,8.346,15.07,6.388,10.103,5.105,11.337,6.04,140
9.762,17.303,1.516,9.779,12.511,5.557,12.062,4.306,10.523,5.614,142
11.571,16.94,1.229,9.446,15.193,5.128,14.484,4.918,15.141,5.014,138
5.583,14.204,1.036,9.582,14.241,4.855,11.936,4.77,15.157,3.706,135
8.579,15.49,1.127,8.158,12.168,5.476,10.906,5.014,13.155,5.295,138
7.643,13.69,1.5,8.799,12.758,3.004,15.282,5.047,10.408,4.421,138
10.928,13.676,1.585,8.017,14.176,6.269,10.927,4.962,12.642,5.752,140
5.799,16.566,1.849,9.327,15.43,3.259,10.371,4.886,13.466,5.63,137
11.774,18.268,1.83,8.105,11.519,4.748,15.127,4.651,12.206,3.988,141
6.324,17.149,1.778,8.622,10.599,4.421,11.662,3.612,13.315,4.72,137
11.157,14.74,1.2,8.003,13.468,5.38,10.671,4.118,14.252,6.236,139
8.376,16.973,1.72,9.039,12.265,5.23,12.299,5.503,12.07,5.862,140
8.275,14.768,1.473,9.145,10.24,3.652,15.422,5.527,10.854,4.023,138
11.914,18.634,1.278,8.476,11.405,4.983,14.865,5.266,11.631,5.687,141
11.325,19.487,1.756,8.659,13.563,5.303,15.457,5.145,11.278,4.317,139
5.672,16.027,1.018,8.906,10.79,5.751,10.626,5.352,15.252,6.466,136
8.255,12.766,1.144,8.725,13.089,3.235,14.094,3.424,11.634,5.655,138
6.281,17.218,1.008,8.351,14.916,5.799,11.251,3.085,11.892,6.179,136
6.277,14.745,1.759,9.547,13.112,4.091,11.802,3.553,13.389,3.478,137
6.124,12.216,1.035,8.853,14.394,3.562,14.239,6.35,12.961,4.054,135
6.471,13.896,1.36,8.976,14.354,5.722,14.086,5.588,13.242,4.662,135
6.032,17.874,1.888,8.015,12.426,5.294,11.548,5.314,10.308,5.956,138
7.34,15.84,1.154,8.857,11.778,3.549,13.217,5.011,10.568,4.976,139
11.407,16.192,1.622,8.676,11.714,3.251,10.64,4.427,13.067,5.224,142
8.648,19.186,1.988,9.163,10.679,4.026,13.419,6.347,15.45,3.955,140
6.865,14.254,1.207,8.266,14.909,5.008,12.455,3.666,10.229,3.827,135
11.391,12.632,1.559,9.976,11.031,4.218,12.36,4.679,15.498,3.916,140
11.988,18.055,1.466,8.426,11.978,3.783,14.52,5.288,11.035,3.93,140
6.241,19.585,1.803,8.376,11.826,3.202,14.068,5.176,10.967,4.616,141
9.302,12.474,1.71,8.44,13.074,5.355,11.194,5.046,10.053,3.25,138
9.31,12.543,1.132,8.308,12.884,4.295,13.628,5.498,10.39,3.263,138
8.035,19.632,1.979,9.041,12.286,4.969,15.279,5.616,12.558,4.795,141
11.575,19.497,1.655,8.476,10.879,3.834,12.267,4.189,13.728,4.387,138
6.795,15.892,1.295,8.17,12.369,5.301,12.485,4.228,11.064,4.357,138
5.806,12.592,1.058,8.345,11.057,5.991,14.187,5.401,12.748,3.795,134
6.715,19.756,1.821,9.228,12.323,3.869,10.472,6.21,10.116,4.857,136
6.352,13.311,1.279,9.292,12.882,3.363,14.26,6.081,13.635,3.589,137
6.205,18.891,1.355,9.397,10.913,5.99,11.471,5.96,12.214,3.419,134
8.611,12.421,1.662,8.989,13.092,4.822,10.438,5.966,12.566,4.994,139
9.86,16.554,1.043,8.597,10.515,5.634,15.199,4.558,12.467,3.757,138
6.542,18.934,1.713,8.066,11.913,4.849,11.488,5.497,11.719,4.475,140
10.658,17.658,1.73,8.622,13.869,4.304,13.073,5.51,13.838,3.257,140
8.057,12.332,1.147,9.12,10.89,3.848,13.421,4.013,11.971,6.368,138
6.01,18.722,1.855,9.043,14.621,3.283,14.434,5.357,11.593,3.858,140
5.64,16.318,1.354,9.145,10.1,5.172,14.208,5.343,14.751,4.03,137
6.776,13.969,1.288,9.417,12.755,4.363,10.787,4.644,13.81,3.077,137
10.027,12.314,1.96,9.418,15.2,3.837,12.658,4.63,13.298,5.717,140
8.832,17.81,1.024,8.38,11.765,3.424,12.282,3.459,13.563,3.81,135
6.308,14.996,1.63,9.933,12.572,4.672,11.557,5.535,11.289,4.7,139
5.282,19.968,1.137,9.182,12.195,4.957,12.913,3.553,12.632,6.252,138
10.277,12.076,1.775,8.429,11.033,4.376,14.932,3.14,10.601,4.832,138
8.912,17.5,1.893,8.223,13.395,3.406,13.187,5.76,12.352,3.047,140
